funcid,dim,milestone,error
25,10,1,1.206172e+03
25,10,2,9.334082e+02
25,10,3,7.394453e+02
25,10,5,4.916181e+02
25,10,10,4.175494e+02
25,10,20,1.101192e+02
25,10,30,1.014770e+02
25,10,40,1.014770e+02
25,10,50,1.012494e+02
25,10,60,1.012268e+02
25,10,70,1.012228e+02
25,10,80,1.004389e+02
25,10,90,1.004389e+02
25,10,100,1.004385e+02
25,10,1,1.206172e+03
25,10,2,9.334082e+02
25,10,3,7.394453e+02
25,10,5,4.916181e+02
25,10,10,4.175494e+02
25,10,20,1.101192e+02
25,10,30,1.014770e+02
25,10,40,1.014770e+02
25,10,50,1.012494e+02
25,10,60,1.012268e+02
25,10,70,1.012228e+02
25,10,80,1.004389e+02
25,10,90,1.004389e+02
25,10,100,1.004385e+02
25,10,1,1.206172e+03
25,10,2,9.334082e+02
25,10,3,7.394453e+02
25,10,5,4.916181e+02
25,10,10,4.175494e+02
25,10,20,1.101192e+02
25,10,30,1.014770e+02
25,10,40,1.014770e+02
25,10,50,1.012494e+02
25,10,60,1.012268e+02
25,10,70,1.012228e+02
25,10,80,1.004389e+02
25,10,90,1.004389e+02
25,10,100,1.004385e+02
25,10,1,1.206172e+03
25,10,2,9.334082e+02
25,10,3,7.394453e+02
25,10,5,4.916181e+02
25,10,10,4.175494e+02
25,10,20,1.101192e+02
25,10,30,1.014770e+02
25,10,40,1.014770e+02
25,10,50,1.012494e+02
25,10,60,1.012268e+02
25,10,70,1.012228e+02
25,10,80,1.004389e+02
25,10,90,1.004389e+02
25,10,100,1.004385e+02
25,10,1,1.206172e+03
25,10,2,9.334082e+02
25,10,3,7.394453e+02
25,10,5,4.916181e+02
25,10,10,4.175494e+02
25,10,20,1.101192e+02
25,10,30,1.014770e+02
25,10,40,1.014770e+02
25,10,50,1.012494e+02
25,10,60,1.012268e+02
25,10,70,1.012228e+02
25,10,80,1.004389e+02
25,10,90,1.004389e+02
25,10,100,1.004385e+02
