funcid,dim,milestone,error
10,30,1,6.718048e+03
10,30,2,3.544676e+03
10,30,3,3.375439e+03
10,30,5,3.347136e+03
10,30,10,3.334845e+03
10,30,20,3.331230e+03
10,30,30,3.330576e+03
10,30,40,3.330222e+03
10,30,50,3.330087e+03
10,30,60,3.330011e+03
10,30,70,3.329981e+03
10,30,80,3.329955e+03
10,30,90,3.329943e+03
10,30,100,3.329926e+03
10,30,1,6.718048e+03
10,30,2,3.544676e+03
10,30,3,3.375439e+03
10,30,5,3.347136e+03
10,30,10,3.334845e+03
10,30,20,3.331230e+03
10,30,30,3.330576e+03
10,30,40,3.330222e+03
10,30,50,3.330087e+03
10,30,60,3.330011e+03
10,30,70,3.329981e+03
10,30,80,3.329955e+03
10,30,90,3.329943e+03
10,30,100,3.329926e+03
