funcid,dim,milestone,error
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,8.690516e+08
1,10,5,9.692852e+07
1,10,10,3.756129e+06
1,10,20,2.741744e+02
1,10,30,1.046341e+01
1,10,40,1.045330e+01
1,10,50,1.045287e+01
1,10,60,1.045257e+01
1,10,70,1.045238e+01
1,10,80,1.045238e+01
1,10,90,1.045233e+01
1,10,100,1.045233e+01
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
1,10,1,2.142936e+09
1,10,2,2.142936e+09
1,10,3,1.108433e+09
1,10,5,5.526712e+08
1,10,10,6.095575e+07
1,10,20,1.935209e+05
1,10,30,2.121127e-01
1,10,40,7.609630e-02
1,10,50,7.443367e-02
1,10,60,7.367960e-02
1,10,70,7.359045e-02
1,10,80,7.343029e-02
1,10,90,7.343029e-02
1,10,100,7.343029e-02
