funcid,dim,milestone,error
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.877849e+03
27,30,3,1.625581e+03
27,30,5,1.293864e+03
27,30,10,1.139739e+03
27,30,20,9.282198e+02
27,30,30,8.518879e+02
27,30,40,7.646479e+02
27,30,50,7.557303e+02
27,30,60,7.479975e+02
27,30,70,7.352631e+02
27,30,80,7.344928e+02
27,30,90,6.838096e+02
27,30,100,6.821356e+02
27,30,1,2.114841e+03
27,30,2,1.894457e+03
27,30,3,1.667039e+03
27,30,5,1.237452e+03
27,30,10,1.054777e+03
27,30,20,9.156412e+02
27,30,30,9.061380e+02
27,30,40,8.652496e+02
27,30,50,8.004028e+02
27,30,60,7.896151e+02
27,30,70,7.207779e+02
27,30,80,7.080635e+02
27,30,90,7.060743e+02
27,30,100,6.894967e+02
27,30,1,2.114841e+03
27,30,2,1.894457e+03
27,30,3,1.667039e+03
27,30,5,1.237452e+03
27,30,10,1.054777e+03
27,30,20,9.156412e+02
27,30,30,9.061380e+02
27,30,40,8.652496e+02
27,30,50,8.004028e+02
27,30,60,7.896151e+02
27,30,70,7.207779e+02
27,30,80,7.080635e+02
27,30,90,7.060743e+02
27,30,100,6.894967e+02
27,30,1,2.114841e+03
27,30,2,1.894457e+03
27,30,3,1.667039e+03
27,30,5,1.237452e+03
27,30,10,1.054777e+03
27,30,20,9.156412e+02
27,30,30,9.061380e+02
