funcid,dim,milestone,error
5,10,1,1.572012e+02
5,10,2,1.572012e+02
5,10,3,1.572012e+02
5,10,5,1.572012e+02
5,10,10,1.572012e+02
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,60,7.860131e+01
5,10,70,7.860131e+01
5,10,80,7.860131e+01
5,10,90,7.860131e+01
5,10,100,7.860131e+01
5,10,1,1.580299e+02
5,10,2,7.865382e+01
5,10,3,7.864537e+01
5,10,5,7.864537e+01
5,10,10,7.860132e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,60,7.860131e+01
5,10,70,7.860131e+01
5,10,80,7.860131e+01
5,10,90,7.860131e+01
5,10,100,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860141e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,60,7.860131e+01
5,10,70,7.860131e+01
5,10,80,7.860131e+01
5,10,90,7.860131e+01
5,10,100,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860141e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,60,7.860131e+01
5,10,70,7.860131e+01
5,10,80,7.860131e+01
5,10,90,7.860131e+01
5,10,100,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860141e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,60,7.860131e+01
5,10,70,7.860131e+01
5,10,80,7.860131e+01
5,10,90,7.860131e+01
5,10,100,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860141e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,60,7.860131e+01
5,10,70,7.860131e+01
5,10,80,7.860131e+01
5,10,90,7.860131e+01
5,10,100,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
5,10,1,1.010282e+02
5,10,2,8.313043e+01
5,10,3,8.017796e+01
5,10,5,7.869705e+01
5,10,10,7.860136e+01
5,10,20,7.860131e+01
5,10,30,7.860131e+01
5,10,40,7.860131e+01
5,10,50,7.860131e+01
