funcid,dim,milestone,error
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
21,10,1,1.796314e+02
21,10,2,1.625287e+02
21,10,3,1.502183e+02
21,10,5,1.377363e+02
