funcid,dim,milestone,error
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
8,30,60,1.910310e+02
8,30,70,1.771019e+02
8,30,80,1.771018e+02
8,30,90,1.771018e+02
8,30,100,1.771018e+02
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
8,30,60,1.910310e+02
8,30,70,1.771019e+02
8,30,80,1.771018e+02
8,30,90,1.771018e+02
8,30,100,1.771018e+02
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
8,30,60,1.910310e+02
8,30,70,1.771019e+02
8,30,80,1.771018e+02
8,30,90,1.771018e+02
8,30,100,1.771018e+02
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
8,30,60,1.910310e+02
8,30,70,1.771019e+02
8,30,80,1.771018e+02
8,30,90,1.771018e+02
8,30,100,1.771018e+02
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
8,30,60,1.910310e+02
8,30,70,1.771019e+02
8,30,80,1.771018e+02
8,30,90,1.771018e+02
8,30,100,1.771018e+02
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
8,30,60,1.910310e+02
8,30,70,1.771019e+02
8,30,80,1.771018e+02
8,30,90,1.771018e+02
8,30,100,1.771018e+02
8,30,1,3.266536e+02
8,30,2,2.856131e+02
8,30,3,2.530555e+02
8,30,5,2.400550e+02
8,30,10,2.346726e+02
8,30,20,2.335528e+02
8,30,30,2.331557e+02
8,30,40,1.963376e+02
8,30,50,1.910534e+02
