funcid,dim,milestone,error
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,5.068549e+09
12,30,2,1.344076e+09
12,30,3,4.135025e+08
12,30,5,9.011901e+07
12,30,10,3.712710e+07
12,30,20,1.302598e+07
12,30,30,3.890048e+06
12,30,40,3.039450e+06
12,30,50,2.718690e+06
12,30,60,2.542633e+06
12,30,70,2.408292e+06
12,30,80,1.899933e+06
12,30,90,1.746305e+06
12,30,100,1.677605e+06
12,30,1,3.371788e+09
12,30,2,1.683158e+09
12,30,3,5.213661e+08
12,30,5,9.955227e+07
12,30,10,3.437149e+07
12,30,20,1.166822e+07
12,30,30,8.328903e+06
12,30,40,6.325056e+06
12,30,50,5.252309e+06
12,30,60,4.499276e+06
12,30,70,1.187894e+06
12,30,80,1.148038e+06
12,30,90,1.123015e+06
12,30,100,1.095016e+06
12,30,1,3.371788e+09
12,30,2,1.683158e+09
12,30,3,5.213661e+08
12,30,5,9.955227e+07
12,30,10,3.437149e+07
12,30,20,1.166822e+07
12,30,30,8.328903e+06
12,30,40,6.325056e+06
12,30,50,5.252309e+06
12,30,60,4.499276e+06
12,30,70,1.187894e+06
12,30,80,1.148038e+06
12,30,90,1.123015e+06
12,30,100,1.095016e+06
12,30,1,3.371788e+09
12,30,2,1.683158e+09
12,30,3,5.213661e+08
12,30,5,9.955227e+07
12,30,10,3.437149e+07
12,30,20,1.166822e+07
12,30,30,8.328903e+06
12,30,40,6.325056e+06
12,30,50,5.252309e+06
12,30,60,4.499276e+06
12,30,70,1.187894e+06
12,30,80,1.148038e+06
12,30,90,1.123015e+06
12,30,100,1.095016e+06
12,30,1,3.371788e+09
12,30,2,1.683158e+09
