funcid,dim,milestone,error
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
26,30,1,8.217683e+03
26,30,2,6.880414e+03
26,30,3,6.672020e+03
26,30,5,5.273646e+03
26,30,10,3.450059e+03
26,30,20,1.988977e+03
26,30,30,1.572233e+03
26,30,40,1.440828e+03
26,30,50,1.303240e+03
26,30,60,9.365269e+02
26,30,70,5.676675e+02
26,30,80,3.334263e+02
26,30,90,3.000002e+02
