funcid,dim,milestone,error
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.966495e+02
29,10,2,7.951791e+02
29,10,3,7.945954e+02
29,10,5,7.945918e+02
29,10,1,7.013223e+02
29,10,2,6.728384e+02
29,10,3,6.727084e+02
29,10,5,6.727020e+02
29,10,1,7.013223e+02
29,10,2,6.728384e+02
29,10,3,6.727084e+02
29,10,5,6.727020e+02
29,10,1,4.844745e+02
29,10,2,4.813026e+02
29,10,3,4.801369e+02
29,10,5,4.776128e+02
29,10,1,6.862069e+02
29,10,2,6.860137e+02
29,10,3,6.860003e+02
29,10,5,6.747280e+02
29,10,1,4.900096e+02
29,10,2,4.866696e+02
29,10,3,4.866088e+02
29,10,5,4.865117e+02
29,10,1,7.013223e+02
29,10,2,6.728384e+02
29,10,3,6.727084e+02
29,10,5,6.727020e+02
29,10,1,7.013223e+02
29,10,2,6.728384e+02
29,10,3,6.727084e+02
29,10,5,6.727020e+02
29,10,10,6.723276e+02
29,10,1,7.013223e+02
29,10,2,6.728384e+02
29,10,3,6.727084e+02
29,10,5,6.727020e+02
29,10,10,6.723276e+02
29,10,1,7.013223e+02
29,10,2,6.728384e+02
29,10,3,6.727084e+02
29,10,1,7.013223e+02
29,10,2,6.678143e+02
29,10,3,5.560932e+02
29,10,1,7.013223e+02
29,10,2,6.678143e+02
29,10,3,5.560932e+02
29,10,1,5.992522e+02
29,10,2,5.992303e+02
29,10,3,5.946166e+02
29,10,1,6.467995e+02
29,10,2,4.982456e+02
29,10,3,4.980267e+02
29,10,1,7.013223e+02
29,10,2,6.678143e+02
29,10,3,5.560932e+02
29,10,5,5.403183e+02
29,10,10,5.092043e+02
29,10,20,4.966198e+02
29,10,30,4.683251e+02
29,10,40,4.653064e+02
29,10,50,4.625448e+02
29,10,60,4.560238e+02
29,10,70,4.548217e+02
29,10,80,4.543790e+02
29,10,90,4.499924e+02
29,10,100,4.454934e+02
29,10,1,7.013223e+02
29,10,2,6.678143e+02
29,10,3,5.560932e+02
29,10,5,5.403183e+02
29,10,10,5.092043e+02
29,10,20,4.966198e+02
29,10,30,4.683251e+02
29,10,40,4.653064e+02
29,10,50,4.625448e+02
29,10,60,4.560238e+02
29,10,70,4.548217e+02
29,10,80,4.543790e+02
29,10,90,4.499924e+02
29,10,100,4.454934e+02
29,10,1,7.300396e+02
29,10,2,7.300396e+02
29,10,3,5.097521e+02
29,10,5,5.093454e+02
29,10,10,5.081044e+02
29,10,20,5.071891e+02
29,10,30,5.070600e+02
29,10,40,5.069658e+02
29,10,50,5.068418e+02
29,10,60,5.068124e+02
29,10,70,5.067758e+02
29,10,80,5.066608e+02
29,10,90,5.065809e+02
29,10,100,5.065587e+02
29,10,1,7.300396e+02
29,10,2,7.300396e+02
29,10,3,5.097521e+02
29,10,5,5.093454e+02
29,10,10,5.081044e+02
29,10,20,5.071891e+02
29,10,30,5.070600e+02
29,10,40,5.069658e+02
29,10,50,5.068418e+02
29,10,60,5.068124e+02
29,10,70,5.067758e+02
29,10,80,5.066608e+02
29,10,90,5.065809e+02
29,10,100,5.065587e+02
29,10,1,6.013117e+02
29,10,2,6.013117e+02
29,10,3,5.832196e+02
29,10,5,5.416616e+02
29,10,10,5.362726e+02
29,10,20,5.277872e+02
29,10,30,5.264369e+02
29,10,40,5.249765e+02
29,10,50,5.246411e+02
29,10,60,5.232238e+02
29,10,70,5.228534e+02
29,10,80,5.226996e+02
29,10,90,5.226609e+02
29,10,100,5.212410e+02
29,10,1,6.013117e+02
29,10,2,6.013117e+02
29,10,3,5.832196e+02
29,10,5,5.709808e+02
29,10,10,5.501085e+02
29,10,20,5.292144e+02
29,10,30,5.236866e+02
29,10,40,5.234522e+02
29,10,50,5.233686e+02
29,10,60,5.233321e+02
29,10,70,5.232820e+02
29,10,80,5.181777e+02
29,10,90,5.178053e+02
29,10,100,5.177037e+02
29,10,1,6.013117e+02
29,10,2,6.013117e+02
29,10,3,5.832196e+02
29,10,5,5.709808e+02
29,10,10,5.501085e+02
29,10,20,5.292144e+02
29,10,30,5.236866e+02
29,10,40,5.234522e+02
29,10,50,5.233686e+02
29,10,60,5.233321e+02
29,10,70,5.232820e+02
29,10,80,5.181777e+02
29,10,90,5.178053e+02
29,10,100,5.177037e+02
29,10,1,6.013117e+02
29,10,2,6.013117e+02
29,10,3,5.832196e+02
29,10,5,5.709808e+02
29,10,10,5.709571e+02
29,10,20,5.146935e+02
29,10,30,5.144353e+02
29,10,40,5.141528e+02
29,10,50,5.126636e+02
29,10,60,5.124285e+02
29,10,70,5.122621e+02
29,10,80,5.118629e+02
29,10,90,5.114917e+02
29,10,100,5.114062e+02
29,10,1,6.013117e+02
29,10,2,6.013117e+02
29,10,3,5.832196e+02
29,10,5,5.709808e+02
29,10,10,5.709391e+02
29,10,20,5.481724e+02
29,10,30,5.481671e+02
29,10,40,5.481655e+02
29,10,50,5.473092e+02
29,10,60,5.472580e+02
29,10,70,5.149366e+02
29,10,80,5.148457e+02
29,10,90,5.147903e+02
29,10,100,5.147698e+02
29,10,1,6.013117e+02
29,10,2,6.013117e+02
29,10,3,5.832196e+02
29,10,5,5.709808e+02
29,10,10,5.709391e+02
29,10,20,5.481724e+02
29,10,30,5.481671e+02
29,10,40,5.481655e+02
29,10,50,5.473092e+02
29,10,60,5.472682e+02
29,10,70,5.341559e+02
29,10,80,5.335242e+02
29,10,90,5.318108e+02
29,10,100,5.317598e+02
29,10,1,7.300396e+02
29,10,2,7.300396e+02
29,10,3,5.097521e+02
29,10,5,5.095009e+02
29,10,10,5.094880e+02
29,10,20,5.092191e+02
29,10,30,5.091935e+02
29,10,40,5.090633e+02
29,10,50,5.090311e+02
29,10,60,5.087254e+02
29,10,70,5.086497e+02
29,10,80,5.076191e+02
29,10,90,5.071862e+02
29,10,100,5.070991e+02
29,10,1,5.031470e+02
29,10,2,5.031470e+02
29,10,3,5.012740e+02
29,10,5,5.011786e+02
29,10,10,5.009224e+02
29,10,20,5.008039e+02
29,10,30,5.007950e+02
29,10,40,5.007052e+02
29,10,50,5.006735e+02
29,10,60,5.004971e+02
29,10,70,5.004140e+02
29,10,80,5.002899e+02
29,10,90,5.002467e+02
29,10,100,5.001460e+02
